,sentence,valence,arousal
46002,동생은 학교에서 수업을 듣고 편안한 기분이었어요.,1.0,-1.0
46003,언니는 도서관에서 책을 읽으며 감사하는 기분이었어요.,1.0,-1.0
46004,동생은 공원에서 산책하며 흥분되는 기분이었어요.,1.0,1.0
46005,할머니는 마트에서 쇼핑하며 안도하는 기분이었어요.,1.0,-1.0
46006,동생은 학교에서 친구들과 수다 떨며 감사하는 기분이었어요.,1.0,-1.0
46007,언니는 가족과 함께 식사를 하며 만족스러운 기분이었어요.,1.0,-1.0
46008,할아버지는 공원에서 산책을 하며 편안한 기분이었어요.,1.0,-1.0
46009,동생은 고양이와 놀며 감사하는 기분이었어요.,1.0,-1.0
46011,할아버지는 밭에서 노동을 하며 안도하는 기분이었어요.,1.0,-1.0
46012,할머니는 독서를 하며 편안한 기분이었어요.,1.0,-1.0
46013,오빠는 친구들과 축구를 하며 흥분되는 기분이었어요.,1.0,1.0
46014,할머니는 공원에서 산책을 하며 느긋한 기분이었어요.,1.0,-1.0
46015,할아버지는 산책을 하며 감사하는 기분이었어요.,1.0,-1.0
46016,할머니는 밭일을 하며 만족스러운 기분이었어요.,1.0,-1.0
46017,할아버지는 산책을 하며 안도하는 기분이었어요.,1.0,-1.0
46018,할머니는 요리를 하며 사랑하는 기분이었어요.,1.0,1.0
46019,할아버지는 공원에서 산책을 하며 자신하는 기분이었어요.,1.0,1.0
46020,할머니는 정원에서 활동을 하며 편안한 기분이었어요.,1.0,-1.0
46021,할머니는 책을 읽으며 감사하는 기분이었어요.,1.0,-1.0
46022,할아버지는 산책을 하며 편안한 기분이었어요.,1.0,-1.0
46023,할머니는 정원에서 산책을 하며 만족스러운 기분이었어요.,1.0,-1.0
46024,할아버지는 공원에서 산책을 하며 만족스러운 기분이었어요.,1.0,-1.0
46025,할머니는 요리를 하며 감사하는 기분이었어요.,1.0,-1.0
46026,할머니는 공원에서 산책을 하며 안도하는 기분이었어요.,1.0,-1.0
46027,할머니는 공원에서 독서를 하며 사랑하는 기분이었어요.,1.0,1.0
46028,할아버지는 도서관에서 책을 읽으며 안도하는 기분이었어요.,1.0,-1.0
46029,할아버지는 집에서 텔레비전을 보며 편안한 기분이었어요.,1.0,-1.0
46030,할머니는 공원에서 산책을 하며 편안한 기분이었어요.,1.0,-1.0
46031,할아버지는 다음으로 작업을 완료했을 때 흥분되는 기분이었어요.,1.0,1.0
46032,할아버지는 공원에서 산책을 하며 감사하는 기분이었어요.,1.0,-1.0
46033,할머니는 집에서 요리를 하며 사랑하는 기분이었어요.,1.0,1.0
46034,할머니는 공원에서 책을 읽으며 느긋한 기분이었어요.,1.0,-1.0
46035,할머니는 산책을 하며 감사하는 기분이었어요.,1.0,-1.0
46036,할머니는 공원에서 휴식을 취하며 편안한 기분이었어요.,1.0,-1.0
46038,할아버지는 공원에서 산책을 하며 안도하는 기분이었어요.,1.0,-1.0
46039,할머니는 쇼핑을 하며 만족스러운 기분이었어요.,1.0,-1.0
46041,할아버지는 산책을 하며 사랑하는 기분이었어요.,1.0,1.0
46042,할머니는 독서를 하며 느긋한 기분이었어요.,1.0,-1.0
46044,할머니는 파란 하늘을 보며 감사하는 기분이었어요.,1.0,-1.0
46045,할아버지는 가을 날씨를 즐기며 만족스러운 기분이었어요.,1.0,-1.0
46046,할아버지는 독서를 하며 안도하는 기분이었어요.,1.0,-1.0
46047,할머니는 계획을 세우며 자신하는 기분이었어요.,1.0,1.0
46048,할아버지는 가을 날씨를 즐기며 사랑하는 기분이었어요.,1.0,1.0
46049,할머니는 책을 읽으며 편안한 기분이었어요.,1.0,-1.0
46050,할아버지는 공원을 산책하며 편안한 기분이었어요.,1.0,-1.0
46051,할아버지는 산책을 즐기며 신이 난 기분이었어요.,1.0,1.0
46052,할머니는 산책을 즐기며 흥분되는 기분이었어요.,1.0,1.0
46053,할아버지는 바다를 보며 감사하는 기분이었어요.,1.0,-1.0
46054,할아버지는 산책을 즐기며 사랑하는 기분이었어요.,1.0,1.0
46056,할아버지는 산책을 하며 느긋한 기분이었어요.,1.0,-1.0
46057,할머니는 공원을 산책하며 느긋한 기분이었어요.,1.0,-1.0
46058,할머니는 오늘도 나무 밑에서 독서를 즐기며 느긋한 기분이었어요.,1.0,-1.0
46059,할아버지는 가을 날씨를 즐기며 편안한 기분이었어요.,1.0,-1.0
46060,할머니는 마음을 가다듬으며 사랑하는 기분이었어요.,1.0,1.0
46061,할아버지는 산책을 즐기며 안도하는 기분이었어요.,1.0,-1.0
46062,할머니는 오늘도 바쁜 하루를 보내며 감사하는 기분이었어요.,1.0,-1.0
46063,할아버지는 산책을 즐기며 흥분되는 기분이었어요.,1.0,1.0
46064,할머니는 오늘도 바쁜 하루를 보내며 자신하는 기분이었어요.,1.0,1.0
46065,할머니는 독서를 즐기며 편안한 기분이었어요.,1.0,-1.0
46066,할머니는 정원에서 산책을 즐기며 감사하는 기분이었어요.,1.0,-1.0
46067,할아버지는 오늘도 산책을 하며 신이 난 기분이었어요.,1.0,1.0
46068,할아버지는 오늘도 바쁜 하루를 보내며 감사하는 기분이었어요.,1.0,-1.0
46069,할머니는 아침 일찍 일어나 차를 마시며 안도하는 기분이었어요.,1.0,-1.0
46070,할머니는 바깥에서 산책을 하며 느긋한 기분이었어요.,1.0,-1.0
46071,할머니는 마음이 편안한 산책을 즐기며 간만에 여유로운 시간을 누렸어요.,1.0,-1.0
46072,할아버지는 오늘도 산책을 하며 편안한 기분이었어요.,1.0,-1.0
46073,할머니는 나무 아래서 책을 읽으며 만족스러운 기분이었어요.,1.0,-1.0
46074,할머니는 오늘도 정원을 가꾸며 고마운 마음이었어요.,1.0,-1.0
46075,할아버지는 마음이 편안한 산책을 즐기며 간만에 여유로운 시간을 누렸어요.,1.0,-1.0
46076,할머니는 가을 햇살 아래서 쉬는 시간을 가졌어요.,1.0,-1.0
46077,할아버지는 오늘 가족과 함께 산책을 즐겁게 했다.,1.0,1.0
46078,할머니는 오늘 햇살 가득한 정원에서 책을 읽으며 편안한 시간을 보냈어요.,1.0,-1.0
46079,할아버지는 오늘 공원에서 외손녀와 함께 시간을 보내며 만족스러운 하루를 보냈어요.,1.0,-1.0
46080,할머니는 오늘 날씨가 좋아서 산책을 즐기며 편안한 시간을 보냈어요.,1.0,-1.0
46081,할아버지는 오늘 집에서 책을 읽으며 편안한 시간을 보냈어요.,1.0,-1.0
46082,할아버지는 오늘 동네 카페에서 커피를 마시며 느긋한 시간을 보냈다.,1.0,-1.0
46083,할머니는 오늘이 정말 화창해서 밖에서 산책을 즐기며 감사하는 마음을 느꼈어요.,1.0,-1.0
46084,할머니는 오늘 집에서 요리를 하며 만족스러운 하루를 보냈어요.,1.0,-1.0
46085,할머니는 오늘 친구와 만나 쇼핑을 하며 신이 난 기분을 느꼈어요.,1.0,1.0
46086,할아버지는 오늘 한강을 보며 편안한 시간을 보냈어요.,1.0,-1.0
46087,할아버지는 오늘 바닷가에서 산책을 하며 감사하는 마음을 느꼈어요.,1.0,-1.0
46088,할아버지는 오늘 바다에서 해돋이를 보며 안도하는 기분을 느꼈어요.,1.0,-1.0
46089,할머니는 오늘 공원을 산책하며 감사하는 마음을 느꼈어요.,1.0,-1.0
46090,할아버지는 오늘 호캉스를 즐기며 편안한 기분을 느꼈어요.,1.0,-1.0
46091,할아버지는 오늘 동네 산책을 하며 만족스러운 마음을 느꼈어요.,1.0,-1.0
46092,할머니는 오늘 공원에서 산책하며 사랑하는 기분을 느꼈어요.,1.0,1.0
46093,할아버지는 오늘 공원에서 산책하며 흥분되는 기분을 느꼈어요.,1.0,1.0
46094,할머니는 오늘 바닷가를 산책하며 흥분되는 기분을 느꼈어요.,1.0,1.0
46095,할아버지는 오늘 공원에서 산책하며 자신하는 기분을 느꼈어요.,1.0,1.0
46096,할아버지는 오늘 공원에서 산책하며 신이 난 기분을 느꼈어요.,1.0,1.0
46097,할아버지는 오늘 집에서 휴식을 취하며 편안한 기분을 느꼈어요.,1.0,-1.0
46098,할아버지는 오늘 공원에서 산책하며 감사하는 기분을 느꼈어요.,1.0,-1.0
46099,할머니는 오늘 산책을 하며 감사하는 마음을 느꼈어요.,1.0,-1.0
46100,할아버지는 오늘 공원에서 산책하며 느긋한 기분을 느꼈어요.,1.0,-1.0
46101,할아버지는 오늘 일찍 일어나서 햇살 좋은 날씨에 산책을 즐기며 안도하는 기분을 느꼈어요.,1.0,-1.0
46102,할아버지는 오늘 가족과 함께 맛있는 음식을 먹으며 만족스러운 기분을 느꼈어요.,1.0,-1.0
46103,할아버지는 오늘 나들이를 즐기며 훈훈한 기분을 느꼈어요.,1.0,1.0
46104,할머니는 오늘 공원을 산책하며 편안한 기분을 느꼈어요.,1.0,-1.0
46105,남편은 오늘 집에서 휴식을 취하며 느긋한 기분을 느꼈어요.,1.0,-1.0
46106,할아버지는 오늘 옛날 추억을 회상하며 감사하는 기분을 느꼈어요.,1.0,-1.0
46107,할머니는 오늘 바다를 보며 안도하는 기분을 느꼈어요.,1.0,-1.0
46108,아내는 오늘 요리를 하며 만족스러운 기분을 느꼈어요.,1.0,-1.0
46109,할아버지는 오늘 동네를 산책하며 흥분되는 기분을 느꼈어요.,1.0,1.0
46110,할아버지는 오늘 선물을 받고 감사하는 기분을 느꼈어요.,1.0,-1.0
46111,할아버지는 오늘 백화점을 돌아다니며 사랑하는 기분을 느꼈어요.,1.0,1.0
46112,할머니는 오늘 가족과 함께 시간을 보내며 편안한 기분을 느꼈어요.,1.0,-1.0
46113,아침에 일어나서 창밖을 보며 느긋한 기분이 들었어요.,1.0,-1.0
46114,아침에 일어나서 창문을 열고 새소리를 듣는 것이 편안한 기분을 줬어요.,1.0,-1.0
46115,할머니는 오늘 공원에서 산책을 하며 만족스러운 기분을 느꼈어요.,1.0,-1.0
46116,할머니는 오늘 새소리를 듣는 것이 편안했어요.,1.0,-1.0
46117,할아버지는 오늘 밖을 보며 편안한 기분을 느꼈어요.,1.0,-1.0
46119,할아버지는 오늘 산책을 하며 편안한 기분을 느꼈어요.,1.0,-1.0
46120,할머니는 오늘 공원에서 새소리를 듣는 것이 편안했어요.,1.0,-1.0
46121,오후에 바닥에 앉아 책을 읽는 시간은 편안한 시간이에요.,1.0,-1.0
46122,할머니는 오늘 공원에서 산책을 즐기며 흥분되는 기분을 느꼈어요.,1.0,1.0
46123,할아버지는 오늘 바다를 보며 편안한 기분을 느꼈어요.,1.0,-1.0
46124,할머니는 오늘 산책을 하면서 감사하는 마음을 느꼈어요.,1.0,-1.0
46125,할머니는 오늘 꽃밭을 걷며 만족스러운 기분을 느꼈어요.,1.0,-1.0
46126,할아버지는 오늘 밭에서 일을 하며 느긋한 기분을 느꼈어요.,1.0,-1.0
46127,할머니는 오늘 산책을 하면서 사랑하는 기분을 느꼈어요.,1.0,1.0
46128,할아버지는 오늘 산책을 하며 자신하는 기분을 느꼈어요.,1.0,1.0
46129,할머니는 오늘 공원을 산책하면서 편안한 기분을 느꼈어요.,1.0,-1.0
46130,할아버지는 오늘 집에서 독서를 하면서 감사하는 기분을 느꼈어요.,1.0,-1.0
46131,할머니는 오늘 요리를 하면서 느긋한 기분을 느꼈어요.,1.0,-1.0
46132,할머니는 오늘 공원에서 산책하며 감사하는 기분을 느꼈어요.,1.0,-1.0
46133,할아버지는 오늘 가을 산책을 하면서 안도하는 기분을 느꼈어요.,1.0,-1.0
46135,할아버지는 오늘 집에서 가족과 함께 식사하면서 편안한 기분을 느꼈어요.,1.0,-1.0
46136,할머니는 오늘 산책을 하면서 감사하는 기분을 느꼈어요.,1.0,-1.0
46137,할아버지는 오늘 공원에서 사랑하는 기분을 느꼈어요.,1.0,1.0
46138,할아버지는 오늘 바닷가에서 편안한 기분을 느꼈어요.,1.0,-1.0
46139,할머니는 오늘 산책을 하면서 만족스러운 기분을 느꼈어요.,1.0,-1.0
46140,할아버지는 오늘 산책을 하면서 신이 난 기분을 느꼈어요.,1.0,1.0
46141,할머니는 오늘 가족과 함께 신이 난 기분을 느꼈어요.,1.0,1.0
46142,할아버지는 오늘 공원에서 편안한 기분을 느꼈어요.,1.0,-1.0
46143,할아버지는 오늘 산책을 하면서 감사하는 기분을 느꼈어요.,1.0,-1.0
46144,할머니는 오늘 쇼핑을 하면서 느긋한 기분을 느꼈어요.,1.0,-1.0
46145,할머니는 오늘 취미를 즐기면서 편안한 기분을 느꼈어요.,1.0,-1.0
46147,할머니는 오늘 요리를 하면서 감사하는 기분을 느꼈어요.,1.0,-1.0
46148,할아버지는 오늘 공원에서 산책을 하면서 안도하는 기분을 느꼈어요.,1.0,-1.0
46149,할머니는 오늘 친구들과 만남을 즐기면서 감사하는 기분을 느꼈어요.,1.0,-1.0
46150,어제는 공원에서 산책을 하면서 신이 난 기분을 느꼈어요.,1.0,1.0
46151,할머니는 오늘 산책을 하며 편안한 기분을 느꼈어요.,1.0,-1.0
46153,할아버지는 오늘 가족과 함께 공원에서 산책을 하며 사랑하는 기분을 느꼈어요.,1.0,1.0
46154,할머니는 오늘 산책을 하면서 편안한 기분을 느꼈어요.,1.0,-1.0
46155,할아버지는 오늘 가족과 함께 공원에서 산책을 하면서 안도하는 기분을 느꼈어요.,1.0,-1.0
46156,할머니는 오늘 요리를 하면서 감사하는 마음을 느꼈어요.,1.0,-1.0
46157,할머니는 오늘 산책을 하면서 느긋한 기분을 느꼈어요.,1.0,-1.0
46158,아버지는 오늘 가족과 함께 피크닉을 하면서 감사하는 기분을 느꼈어요.,1.0,-1.0
46159,할아버지는 오늘 산책을 하면서 사랑하는 기분을 느꼈어요.,1.0,1.0
46160,할아버지는 오늘 공원에서 산책을 하면서 편안한 기분을 느꼈어요.,1.0,-1.0
46161,할머니는 오늘 독서를 하면서 만족스러운 기분을 느꼈어요.,1.0,-1.0
46162,할아버지는 요즘 건강이 좋아져서 안도하는 기분을 느꼈어요.,1.0,-1.0
46163,할아버지는 오늘 수다를 떨면서 흥분되는 기분을 느꼈어요.,1.0,1.0
46164,할아버지는 오늘 산책 중에 느긋한 기분이었어요.,1.0,-1.0
46167,할아버지는 오늘 가족과 함께 식사를 하며 사랑하는 기분을 느꼈어요.,1.0,1.0
46168,할머니는 오늘 햇살 가득한 날씨 속에서 편안한 기분이었어요.,1.0,-1.0
46169,아빠는 오늘 산책을 하며 편안한 기분을 느꼈어요.,1.0,-1.0
46171,할머니는 오늘 요리를 하며 감사하는 기분이었어요.,1.0,-1.0
46172,할아버지는 오늘 산책을 하면서 느긋한 기분을 느꼈어요.,1.0,-1.0
46173,할머니는 오늘 가을 바람 속에서 행복한 기분이었어요.,1.0,1.0
46174,오늘은 새로운 책을 읽으면서 만족스러운 시간을 보냈어요.,1.0,-1.0
46176,할머니는 오늘 산책을 하며 안도하는 기분을 느꼈어요.,1.0,-1.0
46177,할아버지는 오늘 집에서 읽는 것에 만족스러운 기분을 느꼈어요.,1.0,-1.0
46178,할아버지는 오늘 산책을 즐기면서 신이 난 기분을 느꼈어요.,1.0,1.0
46179,할머니는 오늘 새로운 요리를 해먹으면서 감사하는 기분을 느꼈어요.,1.0,-1.0
46180,할아버지는 오늘 가족들과 함께 시간을 보내면서 사랑하는 기분을 느꼈어요.,1.0,1.0
46181,할머니는 오늘 동네를 산책하면서 느긋한 기분을 느꼈어요.,1.0,-1.0
46182,할아버지는 오늘 가족과 함께 산책하면서 흥분되는 기분을 느꼈어요.,1.0,1.0
46183,할머니는 오늘 쉬는 날에 만족스러운 하루를 보냈어요.,1.0,-1.0
46184,할머니는 오늘 새로운 책을 읽으면서 편안한 기분을 느꼈어요.,1.0,-1.0
46185,할아버지는 오늘 공원에서 산책하면서 감사하는 기분을 느꼈어요.,1.0,-1.0
46186,할머니는 오늘 따뜻한 햇살 속에서 안도하는 기분을 느꼈어요.,1.0,-1.0
46187,아버지는 지금 새로운 취미를 발견하면서 사랑하는 기분을 느꼈어요.,1.0,1.0
46188,할아버지는 오늘 산책하면서 편안한 기분을 느꼈어요.,1.0,-1.0
46189,할머니는 오늘 새로운 책을 구매하면서 감사하는 기분을 느꼈어요.,1.0,-1.0
46190,할아버지는 오늘 신나게 춤을 추면서 흥분되는 기분을 느꼈어요.,1.0,1.0
46191,할머니는 오늘 가족과 함께 시간을 보내면서 느긋한 기분을 느꼈어요.,1.0,-1.0
46193,어젯밤에 별을 보며 행복한 기분이었어요.,1.0,1.0
46194,어제 보기 좋은 꽃을 보며 마음이 편안했어요.,1.0,-1.0
46195,다음날 일어나자마자 창밖을 쳐다보는 것만으로도 기쁜 마음이 들어요.,1.0,-1.0
46196,어릴 적 가족과 함께 바닷가에 가서 재미있는 추억을 만들었어요.,1.0,1.0
46199,어제 밤에 책을 읽으면서 편안한 느낌이었어요.,1.0,-1.0
46200,어제 저녁에 동네 카페에서 친구들과 함께 시간을 보냈어요.,1.0,-1.0
46202,어제 밤에 창밖으로 눈을 보며 신이 난 느낌이었어요.,1.0,1.0
46203,어제는 공원에서 산책을 하며 마음이 편안했어요.,1.0,-1.0
46204,어젯밤에 차 한 잔 마시면서 편안한 느낌이었어요.,1.0,-1.0
46205,어젯밤에 책을 읽으면서 안도하는 기분이었어요.,1.0,-1.0
46206,어제는 해가 떨어지는 모습을 보며 신이 난 느낌이었어요.,1.0,1.0
46207,어제는 바다를 보며 편안한 느낌이었어요.,1.0,-1.0
46208,금요일에 친구들과 만족스러운 시간을 보냈어요.,1.0,-1.0
46209,어제는 도서관에서 책을 읽으며 감사하는 기분이었어요.,1.0,-1.0
46210,어제는 산책을 하며 느긋한 기분이었어요.,1.0,-1.0
46211,오늘은 공원에서 산책을 하며 사랑하는 느낌이었어요.,1.0,1.0
46212,어제는 날씨가 맑아서 산책하기 좋았어요.,1.0,-1.0
46213,오늘은 카페에서 책을 읽으며 느긋한 기분이었어요.,1.0,-1.0
46214,오늘은 해가 떴을 때 바람을 맞으며 안도하는 기분이었어요.,1.0,-1.0
46215,오늘은 여행을 가서 만족스러운 하루를 보냈어요.,1.0,-1.0
46216,원하는 내용의 일기를 읽으며 편안한 느낌이었어요.,1.0,-1.0
46217,오늘 일기를 쓰는 것이 편안한 느낌이 들었어요.,1.0,-1.0
46218,오늘은 산책을 하며 편안한 기분이었어요.,1.0,-1.0
46219,나는 오늘 운동을 하면서 흥분되는 기분이었어요.,1.0,1.0
46220,오늘은 가족과 함께 식사를 하면서 편안한 느낌이었어요.,1.0,-1.0
46221,오늘은 새로운 책을 읽으면서 안도하는 기분이었어요.,1.0,-1.0
46222,오늘은 산책하며 새로운 아이디어가 떠오르는 기분이었어요.,1.0,1.0
46223,오늘은 새로운 요리를 시도하면서 만족스러운 기분이었어요.,1.0,-1.0
46224,나는 오늘 밤에 혼자 영화를 보면서 편안한 기분이었어요.,1.0,-1.0
46225,오늘은 책을 읽으면서 편안한 느낌이었어요.,1.0,-1.0
46226,오늘은 산책하며 새로운 경험을 하고 흥분되는 기분이었어요.,1.0,1.0
46227,오늘은 해가 떠오르는 동안 산책을 하며 마음이 편안했어요.,1.0,-1.0
46228,오늘은 햇살 가득한 날에 산책을 즐기면서 행복한 기분이었어요.,1.0,1.0
46229,내일은 가족과 함께 식사를 하면서 편안한 기분일 것 같아요.,1.0,-1.0
46230,오늘은 새로운 장소에서 독서를 하며 편안한 기분이었어요.,1.0,-1.0
46231,오늘은 가족과 함께 맛있는 음식을 먹으며 만족스러운 기분이었어요.,1.0,-1.0
46232,오늘은 산책을 하며 새로운 아이디어를 생각해내어 흥분되는 기분이었어요.,1.0,1.0
46233,오늘은 새로운 카페에서 따뜻한 커피를 마시며 편안한 기분이었어요.,1.0,-1.0
46234,오늘은 새로운 책을 읽으며 흥분되는 기분이었어요.,1.0,1.0
46235,오늘은 산책을 하며 매력적인 풍경을 감상하고 풍부한 감사하는 마음이 들었어요.,1.0,-1.0
46236,동생과 함께 공원에서 놀이를 하며 행복한 기분이었어요.,1.0,1.0
46237,오늘은 새로운 요리를 시도하며 자신하는 기분이었어요.,1.0,1.0
46238,오늘은 책을 읽으며 느긋한 기분이었어요.,1.0,-1.0
46239,오늘은 새로운 카페를 발견하며 편안한 기분이었어요.,1.0,-1.0
46240,"봄비가 내리는 날, 새소리가 들리며 상쾌한 기분이었어요.",1.0,-1.0
46241,오늘은 새로운 카페에서 친구와 대화를 나누며 만족스러운 기분이었어요.,1.0,-1.0
46242,오늘은 새로운 산책로를 발견하여 편안한 기분이었어요.,1.0,-1.0
46243,연인과 함께 보낸 시간은 항상 사랑스러운 기분이에요.,1.0,1.0
46244,일기를 쓰는 것처럼 오늘은 산책을 즐기며 흥분되는 기분이었어요.,1.0,1.0
46245,"비 오는 날, 창밖에서 바람소리가 들려 편안한 느낌이에요.",1.0,-1.0
46246,새로운 책을 읽으면서 편안한 기분이 들어요.,1.0,-1.0
46247,산책을 즐기며 새로운 곳을 발견하여 흥분되는 기분이었어요.,1.0,1.0
46248,새로운 카페에서 맛있는 커피를 마시면서 편안한 느낌이에요.,1.0,-1.0
46249,바쁜 하루를 보낸 후에 집으로 돌아와 편안한 느낌이었어요.,1.0,-1.0
46250,활기찬 산책 후에 행복한 기분이었어요.,1.0,1.0
46251,신선한 공기를 마시며 모닝 루틴을 시작했어요.,1.0,-1.0
46252,신선한 공기를 마시며 아침 일상을 시작했어요.,1.0,-1.0
46253,산책 후 바람 쐬며 마음이 편안했어요.,1.0,-1.0
46254,낭만적인 추억을 떠올리며 행복한 미소가 지어졌어요.,1.0,1.0
46255,새로운 책을 읽으며 힐링되는 느낌이었어요.,1.0,-1.0
46256,오랜만에 만난 친구와 즐거운 대화를 나누며 기분이 좋았어요.,1.0,-1.0
46257,햇살 가득한 날에 산책을 하면서 마음이 평화로워졌어요.,1.0,-1.0
46258,새로운 만남에 기대감이 솟아나요.,1.0,1.0
46259,어제 비오는 날 운동을 하며 시원한 느낌이 느껴졌어요.,1.0,-1.0
46260,나무 그늘 아래서 책을 읽으며 편안한 마음이 들었어요.,1.0,-1.0
46261,좋은 음악을 들으며 하루를 마무리했어요.,1.0,1.0
46262,바닷가를 걷는 것은 항상 나를 안도시키는 기분을 줍니다.,1.0,-1.0
46263,어젯밤에 별을 보며 편안한 마음이 들었어요.,1.0,-1.0
46264,어제 밤에 산책을 하며 시원한 바람이 불면서 기분이 좋았어요.,1.0,-1.0
46265,카페에서 커피를 마시며 책을 읽는 것은 편안한 시간이에요.,1.0,-1.0
46266,카페에 앉아 책을 읽는 것은 아주 행복한 시간이에요.,1.0,1.0
46267,오늘은 산책을 하며 마음이 편안해졌어요.,1.0,-1.0
46268,어제 밤에 창밖을 보며 별이 빛나는 것을 보니 느긋한 기분이 들었어요.,1.0,-1.0
46269,감성 일기를 쓰는 것은 편안한 시간입니다.,1.0,-1.0
46270,모닝커피를 마시며 새벽 풍경을 바라보는 것은 편안한 시간이에요.,1.0,-1.0
46271,오늘은 나 자신을 사랑하는 마음으로 일상을 즐기고 있어요.,1.0,1.0
46272,오늘은 나 혼자 영화를 보며 힐링하는 시간을 가졌어요.,1.0,-1.0
46273,어제 밤에 창밖을 보면서 별빛을 바라보니 감사하는 마음이 들어요.,1.0,-1.0
46274,오늘은 나의 마음을 안도하는 하루였어요.,1.0,-1.0
46275,어제 저녁 여행을 떠나 호숫가에서 바라본 일몰이 너무 아름다웠어요.,1.0,1.0
46276,오늘 나 혼자 영화를 보면서 마음을 편안히 가다듬는 시간을 가졌어요.,1.0,-1.0
46277,오늘은 나 혼자 공원을 거닐며 새소리를 듣는 것이 편안한 시간을 보냈어요.,1.0,-1.0
46279,어제는 바쁜 하루였지만 스스로에게 자신하는 마음을 갖게 되었어요.,1.0,1.0
46280,오늘은 산책을 하며 각별히 행복했어요.,1.0,1.0
46281,어제는 집에서 책을 읽으며 평온한 시간을 보냈어요.,1.0,-1.0
46282,오늘은 해가 뜰 때까지 바닷가를 걸어다니며 인생을 생각했어요.,1.0,-1.0
46283,어제 밤에 창문을 열고 시원한 바람을 맞으며 마음이 편안해졌어요.,1.0,-1.0
46284,오늘은 산책을 하며 새로운 아이디어가 떠올라 기분이 좋았어요.,1.0,1.0
46285,오늘은 산책을 하며 새로운 길을 발견해서 기쁘고 설렌다.,1.0,1.0
46286,오늘은 동네 공원에서 나무 아래서 책을 읽으면서 마음을 가다듬었어요.,1.0,-1.0
46287,오늘은 해가 떠오를 때까지 산책을 즐겼어요.,1.0,-1.0
46289,오늘은 공원에서 산책을 즐기며 새로운 아이디어가 떠올라 흥분되는 기분이었어요.,1.0,1.0
46290,어제 밤에 창문을 통해 별들을 바라보며 마음이 편안해지는 순간이었어요.,1.0,-1.0
46291,오늘은 공원에서 산책을 즐겨서 새로운 아이디어가 떠올라 흥분되는 기분이었어요.,1.0,1.0
46292,오늘은 벚꽃이 만개한 공원에서 산책을 즐겼어요.,1.0,1.0
46293,아침에 일어나서 창밖을 보며 편안한 기분이었습니다.,1.0,-1.0
46294,나는 오늘의 일기를 쓰면서 만족스러운 느낌을 받았습니다.,1.0,-1.0
46295,나는 오늘 일기를 쓰면서 흥분되는 기분을 느꼈습니다.,1.0,1.0
46296,나는 오늘 밤에 별을 보며 사랑하는 느낌을 받았습니다.,1.0,1.0
46297,오늘 날씨가 맑아서 산책하기 좋은 기분이었습니다.,1.0,-1.0
46298,오늘은 새벽에 일어나서 창밖을 보며 편안한 기분이었습니다.,1.0,-1.0
46299,나는 오늘은 가벼운 산책을 즐기며 편안한 기분을 느꼈습니다.,1.0,-1.0
46300,오늘은 새벽에 일어나서 창문을 열고 신이 난 기분을 느꼈습니다.,1.0,1.0
46301,나는 오늘 하루를 마무리하며 감사하는 마음이 들었습니다.,1.0,-1.0
46302,나는 오늘 새벽에 일어나서 창문을 열고 자신하는 기분을 느꼈습니다.,1.0,1.0
46303,나는 오늘 산책을 즐기며 감사하는 마음이 들었습니다.,1.0,-1.0
46304,나는 오늘 일어나서 창문을 열고 사랑하는 기분을 느꼈습니다.,1.0,1.0
46305,오늘의 일기를 쓰며 편안한 기분을 느꼈습니다.,1.0,-1.0
46306,내일은 새로운 시작을 앞두고 기대되는 마음이 들었습니다.,1.0,1.0
46307,오늘은 비가 오는 날이어서 신이 난 기분을 느꼈습니다.,1.0,1.0
46308,나는 오늘 텅 빈 마음으로 혼자 이 길을 걷고 있었다.,1.0,-1.0
46309,오늘은 새로운 일정이 많아서 어쩔 줄 몰라하는 기분이 들었습니다.,1.0,-1.0
46310,오늘은 쉬는 날이라 편안한 느낌이 듭니다.,1.0,-1.0
46311,내가 어제 먹은 음식은 정말 맛있었습니다.,1.0,-1.0
46312,어제는 친구들과 함께 시간을 보내서 행복했어요.,1.0,1.0
46313,오늘은 하루 종일 비가 오는 날씨라서 짜증이 나더라고요.,1.0,1.0
46314,어제는 새로운 카페를 발견해서 기분이 좋았습니다.,1.0,1.0
46315,오늘은 산책을 하면서 마음이 편안했어요.,1.0,-1.0
46316,오늘은 새로운 책을 읽으면서 소중한 시간을 보냈어요.,1.0,1.0
46317,어젯밤에는 별이 아름다웠어요.,1.0,-1.0
46318,오늘은 새로운 카페를 발견해서 행복했어요.,1.0,1.0
46320,오늘은 책을 읽으면서 평화로운 시간을 보냈어요.,1.0,-1.0
46321,오늘은 새로운 카페에서 맛있는 커피를 마시면서 편안한 시간을 보냈어요.,1.0,-1.0
46322,어제는 비가 오더라도 행복한 하루였어요.,1.0,1.0
46323,오늘은 새로운 책을 찾아서 신이 나는 하루였어요.,1.0,1.0
46324,지금은 저녁이라 창밖을 보면 해가 지고 있어요.,1.0,-1.0
46326,오늘은 새로운 책으로 독서하는 것이 마음을 편안하게 해줬어요.,1.0,-1.0
46327,오늘은 꽃이 아름다워 보이는 날이에요.,1.0,1.0
46328,오늘은 작업을 열심히 한 후에 편안한 느낌이 들어요.,1.0,-1.0
